"ML Catalog Number","Common Name","Recordist","Year","Month","Day","Country State County","Locality","Loc ID","Behaviors","Taxon Category","source","genus","family","Orginal.Scientific.Name","Scientific.Name","file_url","species_ebird_url","sound.files"
542097,"Ruddy Shelduck","Pratap Singh",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Tadorna","Anatidae","Tadorna ferruginea","Tadorna ferruginea","https://macaulaylibrary.org/asset/542097","https://ebird.org/species/rudshe","Tadorna_ferruginea-ML542097.wav"
527483,"Squacco Heron","Lucienne Wilmé",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Ardeola","Ardeidae","Ardeola ralloides","Ardeola ralloides","https://macaulaylibrary.org/asset/527483","https://ebird.org/species/squher1","Ardeola_ralloides-ML527483.wav"
527491,"Greater Spotted Eagle","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Clanga","Accipitridae","Clanga clanga","Clanga clanga","https://macaulaylibrary.org/asset/527491","https://ebird.org/species/grseag1","Clanga_clanga-ML527491.wav"
527492,"Imperial Eagle","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Aquila","Accipitridae","Aquila heliaca","Aquila heliaca","https://macaulaylibrary.org/asset/527492","https://ebird.org/species/impeag1","Aquila_heliaca-ML527492.wav"
527498,"White-tailed Eagle","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Haliaeetus","Accipitridae","Haliaeetus albicilla","Haliaeetus albicilla","https://macaulaylibrary.org/asset/527498","https://ebird.org/species/whteag","Haliaeetus_albicilla-ML527498.wav"
527541,"Temminck's Stint","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Calidris","Scolopacidae","Calidris temminckii","Calidris temminckii","https://macaulaylibrary.org/asset/527541","https://ebird.org/species/temsti","Calidris_temminckii-ML527541.wav"
527610,"Syrian Woodpecker","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Dendrocopos","Picidae","Dendrocopos syriacus","Dendrocopos syriacus","https://macaulaylibrary.org/asset/527610","https://ebird.org/species/syrwoo1","Dendrocopos_syriacus-ML527610.wav"
527631,"Saker Falcon","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Falco","Falconidae","Falco cherrug","Falco cherrug","https://macaulaylibrary.org/asset/527631","https://ebird.org/species/sakfal1","Falco_cherrug-ML527631.wav"
553526,"Eurasian Jay","João Tomás",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Garrulus","Corvidae","Garrulus glandarius","Garrulus glandarius","https://macaulaylibrary.org/asset/553526","https://ebird.org/species/eurjay1","Garrulus_glandarius-ML553526.wav"
553784,"Eurasian Treecreeper","Peter Boesman",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Certhia","Certhiidae","Certhia familiaris","Certhia familiaris","https://macaulaylibrary.org/asset/553784","https://ebird.org/species/eurtre1","Certhia_familiaris-ML553784.wav"
527741,"River Warbler","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Locustella","Locustellidae","Locustella fluviatilis","Locustella fluviatilis","https://macaulaylibrary.org/asset/527741","https://ebird.org/species/eurwar2","Locustella_fluviatilis-ML527741.wav"
528131,"Bearded Reedling","Niels Krabbe",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Panurus","Panuridae","Panurus biarmicus","Panurus biarmicus","https://macaulaylibrary.org/asset/528131","https://ebird.org/species/bearee1","Panurus_biarmicus-ML528131.wav"
529958,"Rufous-banded Owl","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Strix","Strigidae","Strix albitarsis","Strix albitarsis","https://macaulaylibrary.org/asset/529958","https://ebird.org/species/rubowl3","Strix_albitarsis-ML529958.wav"
520308,"Saffron-headed Parrot","David Stejskal",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pyrilia","Psittacidae","Pyrilia pyrilia","Pyrilia pyrilia","https://macaulaylibrary.org/asset/520308","https://ebird.org/species/sahpar1","Pyrilia_pyrilia-ML520308.wav"
530549,"Variegated Bristle-Tyrant","Andrew Spencer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus poecilotis","Pogonotriccus poecilotis","https://macaulaylibrary.org/asset/530549","https://ebird.org/species/vabtyr1","Pogonotriccus_poecilotis-ML530549.wav"
530551,"Chapman's Bristle-Tyrant","Mark Robbins",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus chapmani","Pogonotriccus chapmani","https://macaulaylibrary.org/asset/530551","https://ebird.org/species/chabrt1","Pogonotriccus_chapmani-ML530551.wav"
530553,"Marble-faced Bristle-Tyrant","Andrew Spencer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus ophthalmicus","Pogonotriccus ophthalmicus","https://macaulaylibrary.org/asset/530553","https://ebird.org/species/mfbtyr1","Pogonotriccus_ophthalmicus-ML530553.wav"
530555,"Venezuelan Bristle-Tyrant","Paul A. Schwartz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus venezuelanus","Pogonotriccus venezuelanus","https://macaulaylibrary.org/asset/530555","https://ebird.org/species/vebtyr2","Pogonotriccus_venezuelanus-ML530555.wav"
530556,"Antioquia Bristle-Tyrant","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus lanyoni","Pogonotriccus lanyoni","https://macaulaylibrary.org/asset/530556","https://ebird.org/species/anbtyr1","Pogonotriccus_lanyoni-ML530556.wav"
530557,"Southern Bristle-Tyrant","Davis Finch",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus eximius","Pogonotriccus eximius","https://macaulaylibrary.org/asset/530557","https://ebird.org/species/sobtyr2","Pogonotriccus_eximius-ML530557.wav"
530572,"Sao Paulo Tyrannulet","Davis Finch",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus paulista","Pogonotriccus paulista","https://macaulaylibrary.org/asset/530572","https://ebird.org/species/saptyr1","Pogonotriccus_paulista-ML530572.wav"
530575,"Serra do Mar Tyrannulet","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pogonotriccus","Tyrannidae","Pogonotriccus difficilis","Pogonotriccus difficilis","https://macaulaylibrary.org/asset/530575","https://ebird.org/species/sdmtyr2","Pogonotriccus_difficilis-ML530575.wav"
530733,"Tumbes Chat-Tyrant","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Ochthoeca","Tyrannidae","Ochthoeca salvini","Ochthoeca salvini","https://macaulaylibrary.org/asset/530733","https://ebird.org/species/tumtyr2","Ochthoeca_salvini-ML530733.wav"
530735,"Crowned Chat-Tyrant","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Silvicultrix","Tyrannidae","Silvicultrix frontalis","Silvicultrix frontalis","https://macaulaylibrary.org/asset/530735","https://ebird.org/species/crocht1","Silvicultrix_frontalis-ML530735.wav"
544727,"Jelski's Chat-Tyrant","Niels Krabbe",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Silvicultrix","Tyrannidae","Silvicultrix jelskii","Silvicultrix jelskii","https://macaulaylibrary.org/asset/544727","https://ebird.org/species/jelcht1","Silvicultrix_jelskii-ML544727.wav"
530738,"Golden-browed Chat-Tyrant","Mark Robbins",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Silvicultrix","Tyrannidae","Silvicultrix pulchella","Silvicultrix pulchella","https://macaulaylibrary.org/asset/530738","https://ebird.org/species/gobcht1","Silvicultrix_pulchella-ML530738.wav"
530740,"Yellow-bellied Chat-Tyrant","Natxo Areta",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Silvicultrix","Tyrannidae","Silvicultrix diadema","Silvicultrix diadema","https://macaulaylibrary.org/asset/530740","https://ebird.org/species/yebcht1","Silvicultrix_diadema-ML530740.wav"
530811,"Lesser Kiskadee","Paul A. Schwartz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Philohydor","Tyrannidae","Philohydor lictor","Philohydor lictor","https://macaulaylibrary.org/asset/530811","https://ebird.org/species/leskis1","Philohydor_lictor-ML530811.wav"
520683,"Scaled Ground-Cuckoo","Alexander Lees",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Neomorphus","Cuculidae","Neomorphus squamiger","Neomorphus squamiger","https://macaulaylibrary.org/asset/520683","https://ebird.org/species/scgcuc1","Neomorphus_squamiger-ML520683.wav"
520779,"Eastern Striolated-Puffbird","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Nystalus","Bucconidae","Nystalus striolatus","Nystalus striolatus","https://macaulaylibrary.org/asset/520779","https://ebird.org/species/strpuf1","Nystalus_striolatus-ML520779.wav"
518764,"Scarlet-hooded Barbet","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Eubucco","Capitonidae","Eubucco tucinkae","Eubucco tucinkae","https://macaulaylibrary.org/asset/518764","https://ebird.org/species/schbar1","Eubucco_tucinkae-ML518764.wav"
531654,"Mountain Caracara","Daniel Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Daptrius","Falconidae","Daptrius megalopterus","Daptrius megalopterus","https://macaulaylibrary.org/asset/531654","https://ebird.org/species/moucar1","Daptrius_megalopterus-ML531654.wav"
546540,"White-throated Caracara","Jessie Barry",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Daptrius","Falconidae","Daptrius albogularis","Daptrius albogularis","https://macaulaylibrary.org/asset/546540","https://ebird.org/species/whtcar1","Daptrius_albogularis-ML546540.wav"
531657,"Striated Caracara","Gregory Budney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Daptrius","Falconidae","Daptrius australis","Daptrius australis","https://macaulaylibrary.org/asset/531657","https://ebird.org/species/strcar1","Daptrius_australis-ML531657.wav"
531662,"Chimango Caracara","Nathan Senner",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Daptrius","Falconidae","Daptrius chimango","Daptrius chimango","https://macaulaylibrary.org/asset/531662","https://ebird.org/species/chicar1","Daptrius_chimango-ML531662.wav"
521145,"Black-chested Tyrant","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Taeniotriccus","Tyrannidae","Taeniotriccus andrei","Taeniotriccus andrei","https://macaulaylibrary.org/asset/521145","https://ebird.org/species/blctyr2","Taeniotriccus_andrei-ML521145.wav"
532916,"Gray-headed Warbler","Curtis Marantz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myiothlypis","Parulidae","Myiothlypis griseiceps","Myiothlypis griseiceps","https://macaulaylibrary.org/asset/532916","https://ebird.org/species/gyhwar1","Myiothlypis_griseiceps-ML532916.wav"
521340,"Flame-crested Tanager","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Loriotus","Thraupidae","Loriotus cristatus","Loriotus cristatus","https://macaulaylibrary.org/asset/521340","https://ebird.org/species/flctan1","Loriotus_cristatus-ML521340.wav"
553359,"Laughing Dove","Andrew Spencer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Spilopelia","Columbidae","Spilopelia senegalensis","Spilopelia senegalensis","https://macaulaylibrary.org/asset/553359","https://ebird.org/species/laudov1","Spilopelia_senegalensis-ML553359.wav"
535016,"Zigzag Heron","Davis Finch",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Zebrilus","Ardeidae","Zebrilus undulatus","Zebrilus undulatus","https://macaulaylibrary.org/asset/535016","https://ebird.org/species/zigher1","Zebrilus_undulatus-ML535016.wav"
535572,"Black-banded Owl","Curtis Marantz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Strix","Strigidae","Strix huhula","Strix huhula","https://macaulaylibrary.org/asset/535572","https://ebird.org/species/bkbowl1","Strix_huhula-ML535572.wav"
535848,"Brazilian Ruby","Curtis Marantz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Heliodoxa","Trochilidae","Heliodoxa rubricauda","Heliodoxa rubricauda","https://macaulaylibrary.org/asset/535848","https://ebird.org/species/brarub1","Heliodoxa_rubricauda-ML535848.wav"
536203,"Cream-colored Woodpecker","Davis Finch",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Celeus","Picidae","Celeus flavus","Celeus flavus","https://macaulaylibrary.org/asset/536203","https://ebird.org/species/crcwoo2","Celeus_flavus-ML536203.wav"
520281,"Brown-backed Parrotlet","Edwin O. Willis",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Touit","Psittacidae","Touit melanonotus","Touit melanonotus","https://macaulaylibrary.org/asset/520281","https://ebird.org/species/brbpar1","Touit_melanonotus-ML520281.wav"
520320,"Red-faced Parrot","Jeremy Flanagan",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Hapalopsittaca","Psittacidae","Hapalopsittaca pyrrhops","Hapalopsittaca pyrrhops","https://macaulaylibrary.org/asset/520320","https://ebird.org/species/refpar2","Hapalopsittaca_pyrrhops-ML520320.wav"
520479,"St. Lucia Parrot","Patrick M. Kleeman",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Amazona","Psittacidae","Amazona versicolor","Amazona versicolor","https://macaulaylibrary.org/asset/520479","https://ebird.org/species/stlpar1","Amazona_versicolor-ML520479.wav"
520364,"Cuban Parrot","George B. Reynard",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Amazona","Psittacidae","Amazona leucocephala","Amazona leucocephala","https://macaulaylibrary.org/asset/520364","https://ebird.org/species/cubpar1","Amazona_leucocephala-ML520364.wav"
536535,"Blaze-winged Parakeet","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pyrrhura","Psittacidae","Pyrrhura devillei","Pyrrhura devillei","https://macaulaylibrary.org/asset/536535","https://ebird.org/species/blwpar2","Pyrrhura_devillei-ML536535.wav"
520156,"Pfrimer's Parakeet","Fábio Olmos",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pyrrhura","Psittacidae","Pyrrhura pfrimeri","Pyrrhura pfrimeri","https://macaulaylibrary.org/asset/520156","https://ebird.org/species/pfrpar1","Pyrrhura_pfrimeri-ML520156.wav"
520152,"Gray-breasted Parakeet","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pyrrhura","Psittacidae","Pyrrhura griseipectus","Pyrrhura griseipectus","https://macaulaylibrary.org/asset/520152","https://ebird.org/species/gybpar1","Pyrrhura_griseipectus-ML520152.wav"
520154,"Maroon-faced Parakeet","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pyrrhura","Psittacidae","Pyrrhura leucotis","Pyrrhura leucotis","https://macaulaylibrary.org/asset/520154","https://ebird.org/species/mafpar3","Pyrrhura_leucotis-ML520154.wav"
520077,"Golden-capped Parakeet","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Aratinga","Psittacidae","Aratinga auricapillus","Aratinga auricapillus","https://macaulaylibrary.org/asset/520077","https://ebird.org/species/gocpar2","Aratinga_auricapillus-ML520077.wav"
520036,"Yellow-collared Macaw","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Primolius","Psittacidae","Primolius auricollis","Primolius auricollis","https://macaulaylibrary.org/asset/520036","https://ebird.org/species/yecmac","Primolius_auricollis-ML520036.wav"
519994,"Blue-throated Macaw","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Ara","Psittacidae","Ara glaucogularis","Ara glaucogularis","https://macaulaylibrary.org/asset/519994","https://ebird.org/species/bltmac1","Ara_glaucogularis-ML519994.wav"
520071,"Cuban Parakeet","George B. Reynard",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Psittacara","Psittacidae","Psittacara euops","Psittacara euops","https://macaulaylibrary.org/asset/520071","https://ebird.org/species/cubpar2","Psittacara_euops-ML520071.wav"
530562,"Bahia Treehunter (undescribed form)","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Heliobletus","Furnariidae","Heliobletus [undescribed form]","Heliobletus [undescribed form]","https://macaulaylibrary.org/asset/530562","https://ebird.org/species/bahtre1","Heliobletus_[undescribed_form]-ML530562.wav"
536774,"Mantaro Spinetail (undescribed form)","Andrew Spencer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Synallaxis","Furnariidae","Synallaxis [undescribed Mantaro form]","Synallaxis [undescribed Mantaro form]","https://macaulaylibrary.org/asset/536774","https://ebird.org/species/manspi1","Synallaxis_[undescribed_Mantaro_form]-ML536774.wav"
537592,"Newell's Shearwater","C Fred Zeillemaker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Puffinus","Procellariidae","Puffinus newelli","Puffinus newelli","https://macaulaylibrary.org/asset/537592","https://ebird.org/species/towshe2","Puffinus_newelli-ML537592.wav"
553410,"Blue-gray Noddy","Eric VanderWerf",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Anous","Laridae","Anous ceruleus","Anous ceruleus","https://macaulaylibrary.org/asset/553410","https://ebird.org/species/bugnod","Anous_ceruleus-ML553410.wav"
537606,"Zebra Dove","Doug Pratt",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Geopelia","Columbidae","Geopelia striata","Geopelia striata","https://macaulaylibrary.org/asset/537606","https://ebird.org/species/zebdov","Geopelia_striata-ML537606.wav"
537652,"Nihoa Finch","Sheila Conant",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Telespiza","Fringillidae","Telespiza ultima","Telespiza ultima","https://macaulaylibrary.org/asset/537652","https://ebird.org/species/nihfin","Telespiza_ultima-ML537652.wav"
538434,"Oriental Cuckoo","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Cuculus","Cuculidae","Cuculus optatus","Cuculus optatus","https://macaulaylibrary.org/asset/538434","https://ebird.org/species/oricuc2","Cuculus_optatus-ML538434.wav"
538592,"Yellow-tailed Black-Cockatoo","Ramit Singal",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Zanda","Cacatuidae","Zanda funerea","Zanda funerea","https://macaulaylibrary.org/asset/538592","https://ebird.org/species/ytbcoc1","Zanda_funerea-ML538592.wav"
538596,"Carnaby's Black-Cockatoo","André Zambolli",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Zanda","Cacatuidae","Zanda latirostris","Zanda latirostris","https://macaulaylibrary.org/asset/538596","https://ebird.org/species/slbblc1","Zanda_latirostris-ML538596.wav"
538899,"Yellow-throated Scrubwren","Gregory Budney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Neosericornis","Acanthizidae","Neosericornis citreogularis","Neosericornis citreogularis","https://macaulaylibrary.org/asset/538899","https://ebird.org/species/yetscr1","Neosericornis_citreogularis-ML538899.wav"
539171,"Frilled Monarch","Scott Connop",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Arses","Monarchidae","Arses telescopthalmus","Arses telescopthalmus","https://macaulaylibrary.org/asset/539171","https://ebird.org/species/frimon1","Arses_telescopthalmus-ML539171.wav"
544434,"Andean Flamingo","Hope Batcheller",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Phoenicoparrus","Phoenicopteridae","Phoenicoparrus andinus","Phoenicoparrus andinus","https://macaulaylibrary.org/asset/544434","https://ebird.org/species/andfla2","Phoenicoparrus_andinus-ML544434.wav"
540708,"Yellow-headed Brushfinch","Oscar Laverde",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Atlapetes","Passerellidae","Atlapetes flaviceps","Atlapetes flaviceps","https://macaulaylibrary.org/asset/540708","https://ebird.org/species/yehbrf1","Atlapetes_flaviceps-ML540708.wav"
542147,"Gray Junglefowl","Pratap Singh",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Gallus","Phasianidae","Gallus sonneratii","Gallus sonneratii","https://macaulaylibrary.org/asset/542147","https://ebird.org/species/grejun2","Gallus_sonneratii-ML542147.wav"
